rating,rating_action_date,obligor_name,rating_outlook
BBB-,2017-11-10,First Industrial L.P.,Positive
BBB-,2018-02-08,First Industrial L.P.,Positive
BBB,2018-02-28,First Industrial L.P.,Stable
B+,2011-04-04,First Industrial Realty Trust Inc.,Stable
B+,2011-07-05,First Industrial Realty Trust Inc.,Positive
B+,2011-10-06,First Industrial Realty Trust Inc.,Positive
BB-,2012-08-28,First Industrial Realty Trust Inc.,Stable
BB,2013-05-17,First Industrial Realty Trust Inc.,Stable
BB+,2014-02-21,First Industrial Realty Trust Inc.,Stable
BB+,2015-02-18,First Industrial Realty Trust Inc.,Positive
BBB-,2015-09-30,First Industrial Realty Trust Inc.,Stable
BBB-,2016-02-12,First Industrial Realty Trust Inc.,Stable
BBB-,2017-02-08,First Industrial Realty Trust Inc.,Stable
BBB-,2017-11-10,First Industrial Realty Trust Inc.,Positive
BBB-,2018-02-08,First Industrial Realty Trust Inc.,Positive
BBB,2018-02-28,First Industrial Realty Trust Inc.,Stable
BB,2013-05-03,First Quality Enterprises Inc.,Stable
BB,2014-06-27,First Quality Enterprises Inc.,Stable
BB,2015-06-18,First Quality Enterprises Inc.,Negative
BB,2016-06-13,First Quality Enterprises Inc.,Negative
BB,2017-03-29,First Quality Enterprises Inc.,Stable
BB,2017-06-29,First Quality Enterprises Inc.,Stable
BB,2018-06-25,First Quality Enterprises Inc.,Negative
BB,2019-06-10,First Quality Enterprises Inc.,Stable
NR,2020-02-04,First Quality Enterprises Inc.,NR
B+,2012-09-28,First Quantum Minerals Ltd,Stable
B+,2013-01-14,First Quantum Minerals Ltd,Not Available
B+,2013-04-22,First Quantum Minerals Ltd,Not Available
B+,2013-06-28,First Quantum Minerals Ltd,Stable
B+,2014-02-04,First Quantum Minerals Ltd,Stable
B+,2014-02-18,First Quantum Minerals Ltd,Stable
B+,2014-08-07,First Quantum Minerals Ltd,Stable
B+,2015-01-27,First Quantum Minerals Ltd,Not Available
B,2015-03-16,First Quantum Minerals Ltd,Negative
B-,2016-02-26,First Quantum Minerals Ltd,Negative
B-,2016-06-03,First Quantum Minerals Ltd,Stable
B-,2017-02-27,First Quantum Minerals Ltd,Stable
B-,2017-04-19,First Quantum Minerals Ltd,Positive
B,2018-02-14,First Quantum Minerals Ltd,Stable
B,2018-02-26,First Quantum Minerals Ltd,Stable
B,2018-03-30,First Quantum Minerals Ltd,Stable
B,2019-02-27,First Quantum Minerals Ltd,Negative
B-,2019-09-06,First Quantum Minerals Ltd,Stable
B-,2020-02-26,First Quantum Minerals Ltd,Negative
CCC+,2020-04-17,First Quantum Minerals Ltd,Stable
CCC+,2020-09-17,First Quantum Minerals Ltd,Positive
B,2021-04-09,First Quantum Minerals Ltd,Stable
BB-,2010-10-27,First Ship Lease Trust,Stable
BB-,2011-11-30,First Ship Lease Trust,Negative
B+,2012-04-19,First Ship Lease Trust,Negative
B+,2012-11-19,First Ship Lease Trust,Negative
B+,2013-06-21,First Ship Lease Trust,Negative
B,2013-07-04,First Ship Lease Trust,Not Available
B,2013-07-18,First Ship Lease Trust,Not Available
B,2013-10-03,First Ship Lease Trust,Not Available
B-,2013-11-19,First Ship Lease Trust,Not Available
B-,2014-02-21,First Ship Lease Trust,Not Available
CCC+,2014-03-28,First Ship Lease Trust,Negative
CCC+,2014-07-25,First Ship Lease Trust,Negative
CCC+,2014-11-11,First Ship Lease Trust,Negative
B-,2011-06-24,First Wind Capital LLC,Not Available
B-,2012-06-29,First Wind Capital LLC,Stable
B-,2012-12-20,First Wind Capital LLC,Stable
B-,2014-02-28,First Wind Capital LLC,Stable
B-,2014-04-01,First Wind Capital LLC,Stable
NR,2015-02-13,First Wind Capital LLC,NR
BBB-,2011-05-18,FirstEnergy Corp.,Stable
BBB-,2012-02-28,FirstEnergy Corp.,Stable
BBB-,2013-02-19,FirstEnergy Corp.,Stable
BBB-,2014-03-03,FirstEnergy Corp.,Stable
BBB-,2015-04-02,FirstEnergy Corp.,Stable
BBB-,2016-03-31,FirstEnergy Corp.,Stable
BBB-,2016-04-28,FirstEnergy Corp.,Negative
BBB-,2016-08-01,FirstEnergy Corp.,Negative
BBB-,2016-11-04,FirstEnergy Corp.,Negative
BBB-,2017-03-07,FirstEnergy Corp.,Negative
BBB-,2017-08-16,FirstEnergy Corp.,Stable
BBB-,2018-01-22,FirstEnergy Corp.,Stable
BBB-,2018-03-28,FirstEnergy Corp.,Stable
BBB-,2018-04-02,FirstEnergy Corp.,Stable
BBB-,2018-04-23,FirstEnergy Corp.,Positive
BBB,2018-08-27,FirstEnergy Corp.,Stable
BBB,2019-12-10,FirstEnergy Corp.,Stable
BBB,2020-07-23,FirstEnergy Corp.,Not Available
BB+,2020-10-30,FirstEnergy Corp.,Not Available
BB,2020-11-24,FirstEnergy Corp.,Not Available
BBB-,2011-05-18,FirstEnergy Solutions Corp.,Stable
BBB-,2012-02-28,FirstEnergy Solutions Corp.,Stable
BBB-,2013-02-20,FirstEnergy Solutions Corp.,Stable
BBB-,2014-03-03,FirstEnergy Solutions Corp.,Stable
BBB-,2015-04-30,FirstEnergy Solutions Corp.,Stable
BBB-,2016-04-05,FirstEnergy Solutions Corp.,Stable
BBB-,2016-04-28,FirstEnergy Solutions Corp.,Negative
BBB-,2016-07-22,FirstEnergy Solutions Corp.,Not Available
BB-,2016-08-01,FirstEnergy Solutions Corp.,Stable
B,2016-11-04,FirstEnergy Solutions Corp.,Not Available
CCC+,2016-12-01,FirstEnergy Solutions Corp.,Negative
CCC+,2017-01-05,FirstEnergy Solutions Corp.,Negative
CCC,2017-05-10,FirstEnergy Solutions Corp.,Negative
CCC-,2017-08-14,FirstEnergy Solutions Corp.,Negative
CCC-,2018-01-31,FirstEnergy Solutions Corp.,Negative
D,2018-04-02,FirstEnergy Solutions Corp.,NM
NR,2018-05-31,FirstEnergy Solutions Corp.,NR
BBB-,2014-05-09,FirstEnergy Transmission LLC,Stable
BBB-,2015-04-02,FirstEnergy Transmission LLC,Stable
BBB-,2016-03-31,FirstEnergy Transmission LLC,Stable
BBB-,2016-04-28,FirstEnergy Transmission LLC,Negative
BBB-,2016-08-01,FirstEnergy Transmission LLC,Negative
BBB-,2016-11-04,FirstEnergy Transmission LLC,Negative
BBB-,2017-03-07,FirstEnergy Transmission LLC,Negative
BBB-,2017-08-16,FirstEnergy Transmission LLC,Stable
BBB-,2018-03-28,FirstEnergy Transmission LLC,Stable
BBB-,2018-04-23,FirstEnergy Transmission LLC,Positive
BBB,2018-08-27,FirstEnergy Transmission LLC,Stable
BBB,2019-12-10,FirstEnergy Transmission LLC,Stable
BBB,2020-07-23,FirstEnergy Transmission LLC,Not Available
BB+,2020-10-30,FirstEnergy Transmission LLC,Not Available
BB,2020-11-24,FirstEnergy Transmission LLC,Not Available
BBB-,2011-05-11,FirstGroup PLC,Stable
BBB-,2012-05-30,FirstGroup PLC,Stable
BBB-,2012-08-17,FirstGroup PLC,Negative
BBB-,2012-10-16,FirstGroup PLC,Negative
BBB-,2013-05-24,FirstGroup PLC,Negative
BBB-,2013-07-03,FirstGroup PLC,Negative
BBB-,2014-04-15,FirstGroup PLC,Negative
BBB-,2014-09-11,FirstGroup PLC,Negative
BBB-,2015-06-12,FirstGroup PLC,Stable
BBB-,2016-06-21,FirstGroup PLC,Stable
BBB-,2017-06-16,FirstGroup PLC,Stable
BBB-,2018-06-22,FirstGroup PLC,Stable
BBB-,2020-05-04,FirstGroup PLC,Negative
BBB-,2021-05-10,FirstGroup PLC,Negative
B,2014-09-22,FirstLight Hydro Generating Co.,Stable
B,2015-09-21,FirstLight Hydro Generating Co.,Stable
B,2016-03-16,FirstLight Hydro Generating Co.,Not Available
B,2016-05-04,FirstLight Hydro Generating Co.,Stable
B,2016-08-19,FirstLight Hydro Generating Co.,Stable
B+,2017-08-25,FirstLight Hydro Generating Co.,Stable
NR,2018-06-27,FirstLight Hydro Generating Co.,NR
B-,2018-05-23,Firstlight Holdco Inc.,Stable
B-,2018-06-21,Firstlight Holdco Inc.,Stable
B-,2020-12-15,Firstlight Holdco Inc.,Stable
B-,2021-06-17,Firstlight Holdco Inc.,Stable
B,2012-11-08,Firth Rixson (Cyprus) Ltd.,Stable
B,2013-09-12,Firth Rixson (Cyprus) Ltd.,Stable
B,2014-06-26,Firth Rixson (Cyprus) Ltd.,Not Available
NR,2014-11-20,Firth Rixson (Cyprus) Ltd.,NR
BBB-,2011-03-30,Fiserv Inc.,Stable
BBB-,2012-03-29,Fiserv Inc.,Stable
BBB-,2013-03-19,Fiserv Inc.,Stable
BBB,2014-03-25,Fiserv Inc.,Stable
BBB,2015-03-25,Fiserv Inc.,Stable
BBB,2015-05-15,Fiserv Inc.,Stable
BBB,2016-03-18,Fiserv Inc.,Stable
BBB,2017-03-13,Fiserv Inc.,Stable
BBB,2018-03-23,Fiserv Inc.,Stable
BBB,2019-01-16,Fiserv Inc.,Stable
BBB+,2014-12-23,Fitchburg Gas and Electric Light Co.,Stable
BBB+,2015-12-10,Fitchburg Gas and Electric Light Co.,Stable
BBB+,2016-12-13,Fitchburg Gas and Electric Light Co.,Stable
BBB+,2017-12-12,Fitchburg Gas and Electric Light Co.,Stable
BBB+,2018-06-27,Fitchburg Gas and Electric Light Co.,Stable
BBB+,2020-11-05,Fitchburg Gas and Electric Light Co.,Negative
B,2014-06-12,"Fitness International, LLC",Stable
B,2015-06-26,"Fitness International, LLC",Stable
B,2015-08-20,"Fitness International, LLC",Positive
B,2016-04-07,"Fitness International, LLC",Positive
B+,2016-09-12,"Fitness International, LLC",Stable
B+,2017-04-17,"Fitness International, LLC",Stable
B+,2018-04-05,"Fitness International, LLC",Stable
B,2020-03-20,"Fitness International, LLC",Not Available
CCC+,2020-04-17,"Fitness International, LLC",Developing
CCC+,2020-07-15,"Fitness International, LLC",Negative
CCC+,2020-11-16,"Fitness International, LLC",Negative
CCC+,2021-05-12,"Fitness International, LLC",Negative
B-,2017-11-14,"Five Point Holdings, LLC",Stable
B,2010-11-15,Flakeboard Co. Ltd.,Stable
B,2011-10-13,Flakeboard Co. Ltd.,Stable
B,2021-03-18,Flamingo II Lux GP S.a.r.l.,Stable
B,2014-09-11,Flavors Holdings Inc.,Stable
B,2014-10-03,Flavors Holdings Inc.,Stable
B,2015-09-29,Flavors Holdings Inc.,Stable
B-,2016-09-15,Flavors Holdings Inc.,Negative
B-,2016-10-21,Flavors Holdings Inc.,Negative
CCC+,2017-06-16,Flavors Holdings Inc.,Stable
CCC+,2018-05-30,Flavors Holdings Inc.,Negative
CCC,2019-03-05,Flavors Holdings Inc.,Negative
NR,2020-07-01,Flavors Holdings Inc.,NR
B+,2019-12-19,Fleet Topco Ltd,Stable
B+,2020-12-08,Fleet Topco Ltd,Negative
B,2010-10-18,FleetPride Corp.,Stable
B,2011-07-15,FleetPride Corp.,Positive
B,2011-11-15,FleetPride Corp.,Not Available
B+,2011-12-23,FleetPride Corp.,Stable
NR,2012-11-06,FleetPride Corp.,NR
B-,2019-01-14,"FleetPride, Inc.",Stable
B-,2019-04-19,"FleetPride, Inc.",Stable
B-,2020-04-22,"FleetPride, Inc.",Negative
B-,2021-04-15,"FleetPride, Inc.",Negative
B,2016-12-09,"Flex Acquisition Holdings, Inc.",Negative
B,2017-03-03,"Flex Acquisition Holdings, Inc.",Negative
B,2017-12-13,"Flex Acquisition Holdings, Inc.",Stable
B,2018-03-05,"Flex Acquisition Holdings, Inc.",Stable
B,2018-06-08,"Flex Acquisition Holdings, Inc.",Stable
B,2019-06-18,"Flex Acquisition Holdings, Inc.",Negative
B,2020-06-17,"Flex Acquisition Holdings, Inc.",Stable
BB+,2011-05-31,Flex Ltd.,Stable
BB+,2011-07-01,Flex Ltd.,Stable
BB+,2011-11-04,Flex Ltd.,Stable
BB+,2012-11-28,Flex Ltd.,Stable
BB+,2013-09-27,Flex Ltd.,Stable
BB+,2014-06-16,Flex Ltd.,Positive
BBB-,2015-05-20,Flex Ltd.,Stable
BBB-,2015-06-03,Flex Ltd.,Stable
BBB-,2015-06-12,Flex Ltd.,Stable
BBB-,2015-10-26,Flex Ltd.,Stable
BBB-,2016-02-01,Flex Ltd.,Stable
BBB-,2016-06-03,Flex Ltd.,Stable
BBB-,2016-12-01,Flex Ltd.,Stable
BBB-,2017-06-09,Flex Ltd.,Stable
BBB-,2018-06-21,Flex Ltd.,Stable
BBB-,2018-10-26,Flex Ltd.,Stable
B,2013-06-17,Flexential Colorado Corp.,Stable
B,2014-04-24,Flexential Colorado Corp.,Stable
B,2014-07-31,Flexential Colorado Corp.,Not Available
B+,2014-09-11,Flexential Colorado Corp.,Stable
B+,2015-03-12,Flexential Colorado Corp.,Stable
B+,2015-04-27,Flexential Colorado Corp.,Stable
B+,2016-04-04,Flexential Colorado Corp.,Stable
B+,2017-03-23,Flexential Colorado Corp.,Stable
B+,2017-06-13,Flexential Colorado Corp.,Not Available
B,2017-08-02,Flexential Colorado Corp.,Negative
B,2012-10-09,Flexential Intermediate Corporation,Negative
B,2013-09-30,Flexential Intermediate Corporation,Negative
B,2014-01-07,Flexential Intermediate Corporation,Stable
B,2014-05-28,Flexential Intermediate Corporation,Stable
B,2015-05-27,Flexential Intermediate Corporation,Stable
B,2016-04-13,Flexential Intermediate Corporation,Stable
B,2017-03-23,Flexential Intermediate Corporation,Stable
B,2017-07-10,Flexential Intermediate Corporation,Negative
B,2018-06-01,Flexential Intermediate Corporation,Negative
B-,2018-12-20,Flexential Intermediate Corporation,Stable
B-,2020-01-31,Flexential Intermediate Corporation,Negative
CCC+,2020-03-30,Flexential Intermediate Corporation,Negative
B+,2011-03-03,Flexera Software LLC,Stable
B+,2011-07-20,Flexera Software LLC,Not Available
B,2011-08-31,Flexera Software LLC,Stable
B,2012-08-30,Flexera Software LLC,Stable
B+,2013-02-14,Flexera Software LLC,Stable
B+,2014-02-28,Flexera Software LLC,Stable
B,2014-03-18,Flexera Software LLC,Stable
B,2015-02-26,Flexera Software LLC,Stable
B,2015-09-01,Flexera Software LLC,Stable
B,2016-02-22,Flexera Software LLC,Stable
B,2017-02-09,Flexera Software LLC,Stable
B,2017-09-13,Flexera Software LLC,Negative
B-,2018-01-16,Flexera Software LLC,Stable
B-,2019-04-24,Flexera Software LLC,Stable
B-,2020-01-17,Flexera Software LLC,Stable
B-,2020-12-09,Flexera Software LLC,Stable
BB-,2013-07-25,Flexi-Van Leasing Inc.,Stable
BB-,2014-08-28,Flexi-Van Leasing Inc.,Negative
BB-,2015-08-17,Flexi-Van Leasing Inc.,Stable
BB-,2016-08-25,Flexi-Van Leasing Inc.,Negative
B,2016-11-22,Flexi-Van Leasing Inc.,Negative
CCC,2017-06-15,Flexi-Van Leasing Inc.,Not Available
CCC,2017-08-18,Flexi-Van Leasing Inc.,Not Available
CCC,2017-11-09,Flexi-Van Leasing Inc.,Not Available
CCC,2018-02-05,Flexi-Van Leasing Inc.,Not Available
B-,2018-02-12,Flexi-Van Leasing Inc.,Stable
B-,2018-12-13,Flexi-Van Leasing Inc.,Negative
CC,2019-07-03,Flexi-Van Leasing Inc.,Negative
CCC,2019-08-12,Flexi-Van Leasing Inc.,Negative
NR,2020-02-28,Flexi-Van Leasing Inc.,NR
BB-,2011-05-17,Flint Energy Services Ltd.,Stable
BB-,2012-02-21,Flint Energy Services Ltd.,Not Available
BBB-,2012-05-14,Flint Energy Services Ltd.,Stable
B,2013-03-15,"Flint Hills Resources Houston Chemical, LLC",Stable
B,2014-04-30,"Flint Hills Resources Houston Chemical, LLC",Stable
B,2014-05-28,"Flint Hills Resources Houston Chemical, LLC",Not Available
B,2014-07-11,"Flint Hills Resources Houston Chemical, LLC",Not Available
AA-,2014-07-16,"Flint Hills Resources Houston Chemical, LLC",Stable
AA-,2014-09-16,"Flint Hills Resources Houston Chemical, LLC",Stable
AA-,2015-09-30,"Flint Hills Resources Houston Chemical, LLC",Stable
AA-,2016-04-12,"Flint Hills Resources Houston Chemical, LLC",Stable
A,2010-10-21,Flint Hills Resources LLC,Stable
A+,2011-10-27,Flint Hills Resources LLC,Stable
A+,2012-06-22,Flint Hills Resources LLC,Stable
A+,2012-10-22,Flint Hills Resources LLC,Stable
A+,2013-09-10,Flint Hills Resources LLC,Stable
A+,2013-11-26,Flint Hills Resources LLC,Not Available
AA-,2013-12-13,Flint Hills Resources LLC,Stable
AA-,2014-09-16,Flint Hills Resources LLC,Stable
AA-,2015-09-30,Flint Hills Resources LLC,Stable
AA-,2016-09-30,Flint Hills Resources LLC,Stable
AA-,2017-09-27,Flint Hills Resources LLC,Stable
AA-,2018-09-25,Flint Hills Resources LLC,Stable
AA-,2019-01-18,Flint Hills Resources LLC,Stable
NR,2019-02-28,Flint Hills Resources LLC,NR
A,2010-02-26,Flint Hills Resources LP,Stable
A+,2011-10-27,Flint Hills Resources LP,Stable
NR,2011-11-02,Flint Hills Resources LP,NR
B+,2014-10-29,Flint HoldCo S.a r.l.,Stable
B+,2015-04-29,Flint HoldCo S.a r.l.,Stable
B+,2015-12-01,Flint HoldCo S.a r.l.,Negative
B+,2016-04-27,Flint HoldCo S.a r.l.,Negative
B,2016-08-05,Flint HoldCo S.a r.l.,Stable
B,2017-02-02,Flint HoldCo S.a r.l.,Stable
B,2017-03-01,Flint HoldCo S.a r.l.,Stable
B,2017-04-28,Flint HoldCo S.a r.l.,Negative
B-,2018-04-25,Flint HoldCo S.a r.l.,Stable
CCC+,2019-09-27,Flint HoldCo S.a r.l.,Negative
CCC+,2020-04-24,Flint HoldCo S.a r.l.,Negative
CCC+,2021-04-23,Flint HoldCo S.a r.l.,Stable
B,2012-10-22,FloWorks International LLC,Stable
B-,2013-10-25,FloWorks International LLC,Stable
B-,2014-11-24,FloWorks International LLC,Stable
D,2015-09-29,FloWorks International LLC,NM
CCC+,2015-10-06,FloWorks International LLC,Stable
CCC+,2015-10-16,FloWorks International LLC,Stable
CCC+,2016-10-17,FloWorks International LLC,Negative
CC,2017-07-26,FloWorks International LLC,Not Available
D,2017-09-06,FloWorks International LLC,Not Available
B,2014-07-07,Floatel International Ltd.,Stable
B,2015-04-29,Floatel International Ltd.,Stable
B,2015-11-26,Floatel International Ltd.,Not Available
B-,2016-03-04,Floatel International Ltd.,Not Available
B-,2016-04-27,Floatel International Ltd.,Not Available
B-,2016-06-17,Floatel International Ltd.,Negative
B-,2016-12-15,Floatel International Ltd.,Negative
B-,2017-04-19,Floatel International Ltd.,Negative
CCC+,2017-05-04,Floatel International Ltd.,Negative
CCC+,2018-03-02,Floatel International Ltd.,Negative
B-,2018-11-05,Floatel International Ltd.,Stable
CCC,2019-11-15,Floatel International Ltd.,Negative
NR,2019-12-12,Floatel International Ltd.,NR
B,2016-09-19,"Floor & Decor Holdings, Inc.",Stable
B,2016-09-30,"Floor & Decor Holdings, Inc.",Stable
B+,2017-05-26,"Floor & Decor Holdings, Inc.",Positive
B+,2017-09-27,"Floor & Decor Holdings, Inc.",Positive
BB-,2018-09-26,"Floor & Decor Holdings, Inc.",Stable
BB-,2018-12-13,"Floor & Decor Holdings, Inc.",Stable
BB-,2020-12-11,"Floor & Decor Holdings, Inc.",Positive
B-,2014-04-11,Florida East Coast Holdings Corp.,Negative
B-,2015-04-30,Florida East Coast Holdings Corp.,Stable
B-,2016-04-22,Florida East Coast Holdings Corp.,Stable
B-,2017-03-28,Florida East Coast Holdings Corp.,Not Available
B-,2017-04-19,Florida East Coast Holdings Corp.,Not Available
NR,2017-07-14,Florida East Coast Holdings Corp.,NR
CCC+,2014-04-11,"Florida East Coast Industries, LLC",Negative
CCC+,2015-04-30,"Florida East Coast Industries, LLC",Negative
CCC+,2016-04-27,"Florida East Coast Industries, LLC",Negative
CCC+,2017-03-29,"Florida East Coast Industries, LLC",Not Available
CCC+,2017-04-18,"Florida East Coast Industries, LLC",Not Available
NR,2017-07-14,"Florida East Coast Industries, LLC",NR
B-,2011-02-09,Florida East Coast Railway Corp.,Stable
B-,2012-01-13,Florida East Coast Railway Corp.,Stable
B-,2012-12-04,Florida East Coast Railway Corp.,Stable
B-,2013-09-26,Florida East Coast Railway Corp.,Stable
NR,2014-04-11,Florida East Coast Railway Corp.,NR
BBB,2010-07-20,Florida Gas Transmission Co. LLC,Stable
BBB,2011-07-28,Florida Gas Transmission Co. LLC,Stable
BBB,2012-07-27,Florida Gas Transmission Co. LLC,Stable
BBB,2013-06-20,Florida Gas Transmission Co. LLC,Stable
BBB,2014-07-21,Florida Gas Transmission Co. LLC,Stable
BBB,2015-07-31,Florida Gas Transmission Co. LLC,Stable
BBB,2016-07-14,Florida Gas Transmission Co. LLC,Stable
BBB,2017-07-14,Florida Gas Transmission Co. LLC,Stable
BBB+,2018-07-26,Florida Gas Transmission Co. LLC,Stable
BBB+,2021-02-09,Florida Gas Transmission Co. LLC,Stable
A-,2011-03-25,Florida Power & Light Co.,Stable
A-,2012-03-27,Florida Power & Light Co.,Stable
A-,2013-03-22,Florida Power & Light Co.,Stable
A-,2014-04-02,Florida Power & Light Co.,Stable
A-,2014-12-04,Florida Power & Light Co.,Stable
A-,2015-04-22,Florida Power & Light Co.,Stable
A-,2015-06-04,Florida Power & Light Co.,Stable
A-,2015-12-01,Florida Power & Light Co.,Stable
A-,2016-04-11,Florida Power & Light Co.,Stable
A-,2016-06-03,Florida Power & Light Co.,Stable
A-,2016-08-02,Florida Power & Light Co.,Stable
A-,2017-04-12,Florida Power & Light Co.,Stable
A-,2017-06-23,Florida Power & Light Co.,Stable
A-,2017-11-02,Florida Power & Light Co.,Stable
A-,2018-04-27,Florida Power & Light Co.,Stable
A-,2019-01-03,Florida Power & Light Co.,Stable
A,2019-12-24,Florida Power & Light Co.,Stable
A,2021-06-14,Florida Power & Light Co.,Stable
BBB+,2011-01-10,Florida Progress Corp.,Not Available
BBB+,2011-12-05,Florida Progress Corp.,Not Available
BBB+,2012-07-03,Florida Progress Corp.,Not Available
BBB+,2012-07-25,Florida Progress Corp.,Negative
BBB+,2013-05-13,Florida Progress Corp.,Stable
BBB+,2014-05-08,Florida Progress Corp.,Stable
BBB+,2014-11-05,Florida Progress Corp.,Positive
A-,2015-04-02,Florida Progress Corp.,Stable
A-,2015-05-27,Florida Progress Corp.,Stable
A-,2016-05-27,Florida Progress Corp.,Stable
A-,2016-08-10,Florida Progress Corp.,Stable
A-,2017-01-12,Florida Progress Corp.,Stable
A-,2017-05-26,Florida Progress Corp.,Stable
A-,2018-05-23,Florida Progress Corp.,Stable
A-,2019-05-20,Florida Progress Corp.,Negative
A-,2019-11-20,Florida Progress Corp.,Stable
A-,2020-07-09,Florida Progress Corp.,Stable
A-,2020-12-15,Florida Progress Corp.,Negative
BBB+,2021-01-26,Florida Progress Corp.,Stable
BBB+,2021-02-02,Florida Progress Corp.,Stable
BBB-,2010-08-12,Flowers Foods Inc.,Stable
BBB-,2011-08-01,Flowers Foods Inc.,Stable
BBB-,2012-03-30,Flowers Foods Inc.,Stable
BBB-,2012-08-23,Flowers Foods Inc.,Stable
BBB-,2013-08-30,Flowers Foods Inc.,Stable
BBB-,2014-10-30,Flowers Foods Inc.,Stable
BBB,2015-09-16,Flowers Foods Inc.,Stable
BBB,2015-10-13,Flowers Foods Inc.,Stable
BBB,2016-10-14,Flowers Foods Inc.,Stable
BBB,2017-05-30,Flowers Foods Inc.,Stable
BBB,2018-05-23,Flowers Foods Inc.,Stable
BB+,2010-11-05,Flowserve Corp.,Stable
BB+,2011-11-22,Flowserve Corp.,Stable
BB+,2012-03-27,Flowserve Corp.,Positive
BBB-,2012-07-11,Flowserve Corp.,Stable
BBB-,2013-07-29,Flowserve Corp.,Stable
BBB-,2014-07-30,Flowserve Corp.,Positive
BBB,2015-02-27,Flowserve Corp.,Stable
BBB,2015-07-28,Flowserve Corp.,Stable
BBB,2016-03-16,Flowserve Corp.,Stable
BBB,2017-01-13,Flowserve Corp.,Negative
BBB,2017-02-21,Flowserve Corp.,Negative
BBB-,2017-11-21,Flowserve Corp.,Negative
BBB-,2019-09-11,Flowserve Corp.,Stable
BBB-,2020-05-12,Flowserve Corp.,Negative
A-,2011-04-13,Flughafen Zurich AG,Stable
A,2012-04-20,Flughafen Zurich AG,Stable
A,2013-04-05,Flughafen Zurich AG,Stable
A,2014-04-07,Flughafen Zurich AG,Stable
A+,2015-04-21,Flughafen Zurich AG,Stable
A+,2016-04-26,Flughafen Zurich AG,Stable
A+,2017-04-21,Flughafen Zurich AG,Positive
AA-,2018-04-30,Flughafen Zurich AG,Stable
AA-,2020-03-26,Flughafen Zurich AG,Not Available
A+,2020-07-14,Flughafen Zurich AG,Negative
A+,2021-03-08,Flughafen Zurich AG,Negative
BB,2018-08-09,Fluidra S.A.,Stable
BB,2019-07-08,Fluidra S.A.,Stable
BB+,2021-03-22,Fluidra S.A.,Stable
A-,2010-11-23,Fluor Corp.,Stable
A-,2011-08-23,Fluor Corp.,Stable
A-,2012-08-23,Fluor Corp.,Stable
A-,2013-08-09,Fluor Corp.,Stable
A-,2014-06-20,Fluor Corp.,Stable
A-,2014-11-18,Fluor Corp.,Stable
A-,2015-06-12,Fluor Corp.,Stable
A-,2016-03-03,Fluor Corp.,Stable
A-,2016-03-14,Fluor Corp.,Stable
A-,2017-03-24,Fluor Corp.,Stable
A-,2018-03-21,Fluor Corp.,Stable
A-,2018-05-30,Fluor Corp.,Stable
A-,2018-10-29,Fluor Corp.,Negative
BBB+,2019-03-01,Fluor Corp.,Stable
BBB+,2019-05-08,Fluor Corp.,Negative
BBB,2019-08-12,Fluor Corp.,Negative
BBB-,2020-02-21,Fluor Corp.,Stable
BBB-,2020-05-14,Fluor Corp.,Negative
BB+,2020-05-12,Flutter Entertainment PLC,Not Available
BB+,2020-06-11,Flutter Entertainment PLC,Stable
BB+,2021-05-26,Flutter Entertainment PLC,Stable
BB+,2021-07-05,Flutter Entertainment PLC,Stable
BB,2012-07-19,Fly Leasing Ltd,Stable
BB,2013-07-31,Fly Leasing Ltd,Stable
BB,2014-09-30,Fly Leasing Ltd,Stable
BB,2015-09-28,Fly Leasing Ltd,Stable
BB,2016-09-19,Fly Leasing Ltd,Stable
BB-,2016-12-21,Fly Leasing Ltd,Stable
BB-,2017-09-22,Fly Leasing Ltd,Stable
BB-,2018-03-01,Fly Leasing Ltd,Stable
BB-,2018-09-24,Fly Leasing Ltd,Stable
BB,2019-10-18,Fly Leasing Ltd,Stable
BB,2020-04-07,Fly Leasing Ltd,Negative
BB-,2020-12-11,Fly Leasing Ltd,Negative
BB-,2021-04-01,Fly Leasing Ltd,Not Available
B,2021-06-29,Flynn Canada Ltd.,Positive
B,2018-06-06,Flynn Restaurant Group LP,Stable
B,2018-11-08,Flynn Restaurant Group LP,Stable
B,2020-03-19,Flynn Restaurant Group LP,Negative
B-,2020-06-12,Flynn Restaurant Group LP,Negative
B,2021-03-24,Flynn Restaurant Group LP,Stable
B,2010-12-06,Focus Brands Inc.,Positive
B,2011-12-22,Focus Brands Inc.,Positive
B,2012-02-06,Focus Brands Inc.,Stable
B,2012-12-06,Focus Brands Inc.,Stable
B,2013-02-26,Focus Brands Inc.,Stable
B,2013-10-10,Focus Brands Inc.,Negative
B,2014-02-14,Focus Brands Inc.,Negative
B,2015-02-18,Focus Brands Inc.,Stable
B,2016-02-26,Focus Brands Inc.,Stable
B,2017-02-22,Focus Brands Inc.,Stable
B,2017-04-12,Focus Brands Inc.,Stable
B,2018-03-13,"Fogo De Chao, Inc.",Stable
B,2020-03-19,"Fogo De Chao, Inc.",Not Available
CCC+,2020-04-03,"Fogo De Chao, Inc.",Negative
B-,2021-04-09,"Fogo De Chao, Inc.",Stable
B,2011-09-09,Fogo de Chao Churrascaria Holdings LLC,Stable
B,2012-06-20,Fogo de Chao Churrascaria Holdings LLC,Stable
NR,2012-09-12,Fogo de Chao Churrascaria Holdings LLC,NR
